Phthalate,XV,WP_019521458|Streptomyces_sp_FxanaD5|Non,,,,,,,,,,,,
Phthalate,XV,ZP_03542810|Comamonas_testosteroni_KF-1|Non,,,,,,,,,,,,
Phthalate,XV,YP_005043863|Burkholderia_sp_YI23|Non,,,,,,,,,,,,
Phthalate,XV,ZP_05485171|Streptomyces_sp_SPB78|Non,,,,,,,,,,,,
Phthalate,XV,WP_020509635|Actinoplanes_globisporus|Non,,,,,,,,,,,,
Phthalate,XV,WP_017131349|Pseudomonas_agarici|Non,,,,,,,,,,,,
Phthalate,XV,YP_006557662|Marinobacter_sp_BSs20148|Non,,,,,,,,,,,,
Phthalate,XV,WP_017525099|Pusillimonas_noertemannii|Non,,,,,,,,,,,,
Phthalate,XV,WP_019526840|Streptomyces_sp_FxanaD5|Non,,,,,,,,,,,,
Phthalate,XV,WP_007759357|Rhizobium_sp_CF080|Non,,,,,,,,,,,,
Phthalate,XV,WP_020656379|Massilia_niastensis|Non,,,,,,,,,,,,
Phthalate,XV,AAX18934|Comamonas_testosteroni|Ipt,,,,,,,,,,,,
Phthalate,XV,BAH70269|Comamonas_sp_E6|Ipt,,,,,,,,,,,,
Phthalate,XV,ZP_03542907|Comamonas_testosteroni_KF-1|Non,,,,,,,,,,,,
Phthalate,XV,WP_019577944|Curvibacter_lanceolatus|Non,,,,,,,,,,,,
Phthalate,XV,YP_003607134|Burkholderia_sp_CCGE1002|Non,,,,,,,,,,,,
Phthalate,XV,ZP_03268943|Burkholderia_sp_H160|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_007578261|Patulibacter_sp_I11|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_018082787|Asticcacaulis_benevestitus|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_018698440|Amorphus_coralli|Non,,,,,,,,,,,,
Phthalate,XVIII,ZP_01015682|Maritimibacter_alkaliphilus_HTCC2654|Non,,,,,,,,,,,,
Phthalate,XVIII,YP_509387|Jannaschia_sp_CCS1|Non,,,,,,,,,,,,
Phthalate,XVIII,ZP_01755284|Roseobacter_sp_SK209-2-6|Non,,,,,,,,,,,,
Phthalate,XVIII,ZP_01057761|Roseobacter_sp_MED193|Non,,,,,,,,,,,,
Phthalate,XVIII,ZP_05099086|Roseobacter_sp_GAI101|Non,,,,,,,,,,,,
Phthalate,XVIII,ADI04541|Streptomyces_bingchenggensis_BCW-1|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_019071628|Streptomyces_sp_R1-NS-10|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_008995141|Novosphingobium_sp_Rr_2-17|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_008996477|Novosphingobium_sp_Rr_2-17|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_010515445|Gluconacetobacter_oboediens|Non,,,,,,,,,,,,
Phthalate,XVIII,YP_002495065|Methylobacterium_nodulans_ORS_2060|Non,,,,,,,,,,,,
Phthalate,XVIII,YP_001208476|Bradyrhizobium_sp_ORS278|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_002712837|Afipia_clevelandensis_ATCC_49720|Non,,,,,,,,,,,,
Phthalate,XVIII,NP_946334|Rhodopseudomonas_palustris_CGA009|Non,,,,,,,,,,,,
Phthalate,XVIII,YP_001990190|Rhodopseudomonas_palustris_TIE-1|Non,,,,,,,,,,,,
Phthalate,XVIII,YP_485884|Rhodopseudomonas_palustris_HaA2|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_008970430|Bradyrhizobium_sp_STM_3843|Non,,,,,,,,,,,,
Phthalate,XVIII,YP_005605978|Bradyrhizobium_japonicum|Non,,,,,,,,,,,,
Phthalate,XVIII,YP_005043350|Burkholderia_sp_YI23|Non,,,,,,,,,,,,
Phthalate,XVIII,ZP_06292288|Burkholderia_sp_CCGE1001|Non,,,,,,,,,,,,
Phthalate,XVIII,YP_001863034|Burkholderia_phymatum_STM815|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_008348709|Burkholderia_sp_SJ98|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_017524109|Pusillimonas_noertemannii|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_006296721|Hylemonella_gracilis|Non,,,,,,,,,,,,
Phthalate,XVIII,YP_551919|Polaromonas_sp_JS666|Non,,,,,,,,,,,,
Phthalate,XVIII,ZP_03544971|Comamonas_testosteroni_KF-1|Non,,,,,,,,,,,,
Phthalate,XVIII,WP_018411404|Methyloversatilis_sp_NVD|Non,,,,,,,,,,,,
Phthalate,XVIII,CBX88679|Hydrogenophaga_sp_PBC|Abs,,,,,,,,,,,,
Phthalate,XVIII,WP_007870797|Polaromonas_sp_CF318|Non,,,,,,,,,,,,
Phthalate,XVIII,YP_548958|Polaromonas_sp_JS666|Non,,,,,,,,,,,,
Phthalate,XIX,YP_001859407|Burkholderia_phymatum_STM815|Non,,,,,,,,,,,,
Phthalate,XIX,YP_004836629|Sphingobium_sp_SYK-6|Non,,,,,,,,,,,,
Phthalate,XX,YP_008040246|Burkholderia_sp_RPE64|Non,,,,,,,,,,,,
Phthalate,XX,YP_743189|Alkalilimnicola_ehrlichii_MLHE-1|Non,,,,,,,,,,,,
Phthalate,XX,WP_018232963|Thioalkalivibrio_thiocyanodenitrificans|Non,,,,,,,,,,,,
Phthalate,XX,WP_017728762|Bacillus_sp_L1|Non,,,,,,,,,,,,
Phthalate,XX,WP_017728403|Bacillus_sp_L1|Non,,,,,,,,,,,,
Phthalate,XX,ZP_06844958|Burkholderia_sp_Ch1-1|Non,,,,,,,,,,,,
Phthalate,XX,WP_017524407|Pusillimonas_noertemannii|Non,,,,,,,,,,,,
Phthalate,XX,YP_005043848|Burkholderia_sp_YI23|Non,,,,,,,,,,,,
Phthalate,XX,WP_020654841|Massilia_niastensis|Non,,,,,,,,,,,,
Phthalate,XXI,WP_020514299|Actinoplanes_globisporus|Non,,,,,,,,,,,,
Phthalate,XXI,WP_006682301|Candidatus_Glomeribacter_gigasporarum|Non,,,,,,,,,,,,
Phthalate,XXI,ZP_02380924|Burkholderia_ubonensis_Bu|Non,,,,,,,,,,,,
Phthalate,XXI,YP_777780|Burkholderia_ambifaria_AMMD|Non,,,,,,,,,,,,
Phthalate,XXI,YP_001815674|Burkholderia_ambifaria_MC40-6|Non,,,,,,,,,,,,
Phthalate,XXI,ZP_02367103|Burkholderia_oklahomensis_C6786|Non,,,,,,,,,,,,
Phthalate,XXI,ZP_02360464|Burkholderia_oklahomensis_EO147|Non,,,,,,,,,,,,
Phthalate,XXI,ZP_06464170|Burkholderia_sp_CCGE1003|Non,,,,,,,,,,,,
Phthalate,XXII,ZP_03265574|Burkholderia_sp_H160|Non,,,,,,,,,,,,
Phthalate,XXII,ZP_03270885|Burkholderia_sp_H160|Non,,,,,,,,,,,,
Phthalate,XXII,YP_002943603|Variovorax_paradoxus_S110|Non,,,,,,,,,,,,
Phthalate,XXII,WP_019655772|Variovorax_paradoxus|Non,,,,,,,,,,,,
Phthalate,XXII,YP_001263550|Sphingomonas_wittichii_RW1|Non,,,,,,,,,,,,
Phthalate,XXII,YP_003543675|Sphingobium_japonicum_UT26S|Non,,,,,,,,,,,,
Phthalate,XXII,WP_020819025|Sphingobium_chinhatense|Non,,,,,,,,,,,,
Phthalate,XXII,WP_007686795|Sphingobium_indicum_B90A|Non,,,,,,,,,,,,
Phthalate,XXII,BAA36168|Sphingomonas_paucimobilis|Ddv,,,,,,,,,,,,
Phthalate,XXIII,WP_006160361|Cupriavidus_basilensis|Non,,,,,,,,,,,,
Phthalate,XXIII,YP_785141|Bordetella_avium_197N|Non,,,,,,,,,,,,
Phthalate,XXIII,WP_018268353|Methylosinus_sp_LW4|Non,,,,,,,,,,,,
Phthalate,XXIII,YP_951845|Mycobacterium_vanbaalenii_PYR-1|Non,,,,,,,,,,,,
Phthalate,XXIII,ADI21944|uncultured_nuHF2_cluster_bacterium_HF0130_29D04|Non,,,,,,,,,,,,
Phthalate,XXIV,WP_009519476|Hydrogenophaga_sp_PBC|Non,,,,,,,,,,,,
Phthalate,XXIV,WP_007665071|Caulobacter_sp_AP07|Non,,,,,,,,,,,,
Phthalate,XXIV,NP_771562|Bradyrhizobium_japonicum_USDA_110|Non,,,,,,,,,,,,
Phthalate,XXIV,WP_020607840|Bradyrhizobium_japonicum|Non,,,,,,,,,,,,
Phthalate,XXIV,WP_007856790|Acidovorax_sp_CF316|Non,,,,,,,,,,,,
Phthalate,XXIV,WP_009516770|Hydrogenophaga_sp_PBC|Non,,,,,,,,,,,,
Phthalate,XXIV,ZP_01015498|Maritimibacter_alkaliphilus_HTCC2654|Non,,,,,,,,,,,,
Phthalate,XXIV,ZP_01015495|Maritimibacter_alkaliphilus_HTCC2654|Non,,,,,,,,,,,,
Phthalate,XXIV,YP_001264775|Sphingomonas_wittichii_RW1|Non,,,,,,,,,,,,
Phthalate,XXIV,WP_007669977|Caulobacter_sp_AP07|Non,,,,,,,,,,,,
Phthalate,XXIV,Q52185|Pseudomonas_pseudoalcaligenes_POB310_plasmid|Pob,,,,,,,,,,,,
Phthalate,XXIV,WP_019069296|Streptomyces_spR1-NS-10|Non,,,,,,,,,,,,
Phthalate,XXIV,ZP_05521028|Streptomyces_hygroscopicus_ATCC_53653|Non,,,,,,,,,,,,
Phthalate,XXIV,WP_010356453|Streptomyces_acidiscabies|Non,,,,,,,,,,,,
Phthalate,XXIV,WP_019069280|Streptomyces_sp_R1-NS-10|Non,,,,,,,,,,,,
Phthalate,XXIV,WP_020114825|Streptomyces_bottropensis|Non,,,,,,,,,,,,
Phthalate,XXV,YP_295687|Ralstonia_eutropha_JMP134|Non,,,,,,,,,,,,
Phthalate,XXV,AAV33660|Comamonas_sp_JS46|3NB,,,,,,,,,,,,
Phthalate,XXVI,WP_020023984|gamma_proteobacterium_SCGC_AAA076-D02|Non,,,,,,,,,,,,
Phthalate,XXVI,WP_018401303|gamma_proteobacterium_SCGC_AB-629-P17|Non,,,,,,,,,,,,
Phthalate,XXVI,WP_010511602|SAR324_cluster_bacterium_SCGC_AAA001-C10|Non,,,,,,,,,,,,
Phthalate,XXVI,ZP_05069914|Candidatus_Pelagibacter_sp_HTCC7211|Non,,,,,,,,,,,,
Phthalate,XXVI,ABZ06218|uncultured_marine_microorganism_HF4000_007D16|Non,,,,,,,,,,,,
Phthalate,XXVI,WP_018038917|alpha_proteobacterium_SCGC_AB-629-G21|Non,,,,,,,,,,,,
Phthalate,XXVII,WP_006395783|Achromobacter_xylosoxidans|Non,,,,,,,,,,,,
Phthalate,XXVII,NP_886002|Bordetella_parapertussis_12822|Non,,,,,,,,,,,,
Phthalate,XXVII,YP_001023560|Methylibium_petroleiphilum_PM1|Non,,,,,,,,,,,,
Phthalate,XXVII,YP_001156321|Polynucleobacter_necessarius_subsp_asymbioticus_QLW-P1DMWA-1|Non,,,,,,,,,,,,
Phthalate,XXVII,ZP_06841853|Burkholderia_sp_Ch1-1|Non,,,,,,,,,,,,
Phthalate,XXVII,ZP_02881470|Burkholderia_graminis_C4D1M|Non,,,,,,,,,,,,
Phthalate,XXVIII,WP_017525596|Pusillimonas_noertemannii|Non,,,,,,,,,,,,
Phthalate,XXVIII,YP_001415952|Xanthobacter_autotrophicus_Py2|Non,,,,,,,,,,,,
Phthalate,XXVIII,NP_890824|Bordetella_bronchiseptica_RB50|Non,,,,,,,,,,,,
Phthalate,XXVIII,NP_882225|Bordetella_pertussis_Tohama_I|Non,,,,,,,,,,,,
Phthalate,XXIX,WP_010441553|Ruegeria_sp_TW15|Non,,,,,,,,,,,,
Phthalate,XXIX,ZP_05125000|Rhodobacteraceae_bacterium_KLH11|Non,,,,,,,,,,,,
Phthalate,XXIX,YP_003552041|Candidatus_Puniceispirillum_marinum_IMCC1322|Non,,,,,,,,,,,,
Phthalate,XXIX,YP_003552047|Candidatus_Puniceispirillum_marinum_IMCC1322|Non,,,,,,,,,,,,
Biphenyl,I,AAZ38356|Terrabacter_sp_HH4|Non,,,,,,,,,,,,
Biphenyl,I,YP_642614|Mycobacterium_sp_MCS|Non,,,,,,,,,,,,
Biphenyl,I,YP_001131838|Mycobacterium_gilvum_PYR-GCK|Non,,,,,,,,,,,,
Biphenyl,I,YP_638832|Mycobacterium_sp_MCS|Non,,,,,,,,,,,,
Biphenyl,I,AAY85176|Mycobacterium_vanbaalenii_PYR-1|Paa,,,,,,,,,,,,
Biphenyl,I,BAA94708|Nocardioides_sp_KP7|Paa,,,,,,,,,,,,
Biphenyl,I,AAZ78216|Mycobacterium_sp_CH-2|Non,,,,,,,,,,,,
Biphenyl,I,ABD97978|Mycobacterium_sp_CH-1|Non,,,,,,,,,,,,
Biphenyl,I,YP_638855|Mycobacterium_sp_MCS|Non,,,,,,,,,,,,
Biphenyl,I,CAD38643|Mycobacterium_sp_6PY1|Paa,,,,,,,,,,,,
Biphenyl,I,YP_951396|Mycobacterium_vanbaalenii_PYR-1|Paa,,,,,,,,,,,,
Biphenyl,I,AAQ12029|Mycobacterium_sp_S65|Non,,,,,,,,,,,,
Biphenyl,I,CAD38647|Mycobacterium_sp_6PY1|Paa,,,,,,,,,,,,
Biphenyl,I,BAD20297|Mycobacterium_sp_MHP-1|Non,,,,,,,,,,,,
Biphenyl,I,YP_951339|Mycobacterium_vanbaalenii_PYR-1|Paa,,,,,,,,,,,,
Biphenyl,I,AAQ95208|Mycobacterium_sp_KMS|Non,,,,,,,,,,,,
Biphenyl,I,YP_638808|Mycobacterium_sp_MCS|Non,,,,,,,,,,,,
Biphenyl,I,AAQ95206|Mycobacterium_sp_JLS|Non,,,,,,,,,,,,
Biphenyl,I,AAQ95210|Mycobacterium_sp_MCS|Non,,,,,,,,,,,,
Biphenyl,II,YP_004243228|Arthrobacter_phenanthrenivorans_Sphe3|Non,,,,,,,,,,,,
Biphenyl,II,WP_017981165|Amycolatopsis_methanolica|Non,,,,,,,,,,,,
Biphenyl,II,BAD02377|Rhodococcus_opacus_SAO101|Non,,,,,,,,,,,,
Biphenyl,II,ACV96857|Gordonia_sp_CC-NAPH129-6|Nah,,,,,,,,,,,,
Biphenyl,II,AAD25395|Rhodococcus_sp_I24|Nah,,,,,,,,,,,,
Biphenyl,II,ABH01029|Rhodococcus_opacus_R7|Nah,,,,,,,,,,,,
Biphenyl,III,YP_003590684|Bacillus_tusciae_DSM_2912|Non,,,,,,,,,,,,
Biphenyl,III,BAC79226|Bacillus_sp_JF8|Bph,,,,,,,,,,,,
Biphenyl,IV,YP_005654431|Thermus_sp_CCB_US3_UF1|Non,,,,,,,,,,,,
Biphenyl,IV,YP_003508454|Meiothermus_ruber_DSM_1279|Non,,,,,,,,,,,,
Biphenyl,IV,WP_018466298|Meiothermus_timidus|Non,,,,,,,,,,,,
Biphenyl,IV,WP_018461902|Thermus_oshimai|Non,,,,,,,,,,,,
Biphenyl,V,AAK16534|Arthrobacter_keyseri|Pht,,,,,,,,,,,,
Biphenyl,V,YP_829381|Arthrobacter_sp_FB24|Non,,,,,,,,,,,,
Biphenyl,V,AFM73571|Arthrobacter_sp_68b|Non,,,,,,,,,,,,
Biphenyl,V,YP_001072483|Mycobacterium_sp_JLS|Non,,,,,,,,,,,,
Biphenyl,V,ZP_05225089|Mycobacterium_intracellulare_ATCC_13950|Non,,,,,,,,,,,,
Biphenyl,V,WP_020540907|Nonomuraea_coxensis|Non,,,,,,,,,,,,
Biphenyl,V,BAC54156|Terrabacter_sp_DBF63|Pht,,,,,,,,,,,,
Biphenyl,V,WP_010223641|Pseudonocardia_sp_P1|Non,,,,,,,,,,,,
Biphenyl,V,WP_005444914|Saccharomonospora_azurea|Non,,,,,,,,,,,,
Biphenyl,V,WP_005050729|Microbacterium_laevaniformans|Non,,,,,,,,,,,,
Biphenyl,V,ZP_04747643|Mycobacterium_kansasii_ATCC_12478|Non,,,,,,,,,,,,
Biphenyl,V,ZP_04749265|Mycobacterium_kansasii_ATCC_12478|Non,,,,,,,,,,,,
Biphenyl,V,ZP_06852460|Mycobacterium_parascrofulaceum_ATCC_BAA-614|Non,,,,,,,,,,,,
Biphenyl,V,ZP_05223998|Mycobacterium_intracellulare_ATCC_13950|Non,,,,,,,,,,,,
Biphenyl,V,YP_882691|Mycobacterium_avium_104|Non,,,,,,,,,,,,
Biphenyl,V,WP_019735208|Mycobacterium_avium|Non,,,,,,,,,,,,
Biphenyl,V,AAY57926|Rhodococcus_sp_TFB|Pht,,,,,,,,,,,,
Biphenyl,V,YP_707370|Rhodococcus_jostii_RHA1|Pht,,,,,,,,,,,,
Biphenyl,V,AAR90178|Rhodococcus_sp_DK17|Pht,,,,,,,,,,,,
Biphenyl,V,AAQ91914|Mycobacterium_vanbaalenii_PYR-1|Pht,,,,,,,,,,,,
Biphenyl,V,YP_001131873|Mycobacterium_gilvum_PYR-GCK|Non,,,,,,,,,,,,
Biphenyl,V,ACN38276|Mycobacterium_sp_CH1|Pht,,,,,,,,,,,,
Biphenyl,V,YP_001131960|Mycobacterium_gilvum_PYR-GCK|Non,,,,,,,,,,,,
Biphenyl,V,YP_951316|Mycobacterium_vanbaalenii_PYR-1|Non,,,,,,,,,,,,
Biphenyl,VI,YP_002523623|Thermomicrobium_roseum_DSM_5159|Non,,,,,,,,,,,,
Biphenyl,XI,WP_006865122|Gordonia_namibiensis|Non,,,,,,,,,,,,
Biphenyl,XIV,WP_008326983|Haloferax_elongans|Non,,,,,,,,,,,,
